,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
281477,170206.0,0.0059195364330305,0.945870804635884,-1.17868773841791,0.0686581328147337,0.0709512980803745,-1.25277971761246,1.08416592740192,-0.0063036654818801,-0.398802480506682,-1.30621088958919,-0.40400704169106,0.548839098507771,1.29184545946511,-0.86118109410151,0.527470158047512,0.20374768667301,0.590601861928013,0.647741879647201,-0.307814263657218,0.0966559881955661,0.40651803929403,1.02794607664739,0.170040711723167,-0.0121369786376176,-0.179751559694422,-0.160385549315879,-0.100145602735539,-0.0330850685701597,127.69,0
252443,155809.0,-0.676246037745897,0.964338860306105,-0.538401322009591,-0.585252057457007,0.777381942014217,-1.37224953799218,0.67115930209122,0.192114567631973,-0.129738903207453,-1.58523562804365,-0.347436826581595,0.566695846678945,0.389064476629298,-0.883055570913396,-0.488163172723022,0.33508706649537,0.567429661182896,-0.190051877163517,-0.927594949476963,-0.243276469962917,-0.188739843705777,-0.775811463793194,0.0634967904729064,1.00936035418651,0.0456727770694834,-0.770400698667465,-0.300772653699674,-0.0854320754437451,9.99,0
196671,131632.0,-1.03336039115802,0.479116449887176,0.0652125630902657,-0.937607753320198,0.693087252702652,-1.39435291641527,0.48596540336711,0.339801796907402,-0.442391044104861,-0.934762699722912,0.439897307150708,0.244669914783241,-1.25394662281029,1.14811663218408,-0.641671552977756,0.307539590652593,-0.778981260618688,0.691993997588343,-0.65341385724253,-0.263051674342893,0.479489127292504,1.02829750993341,-0.312066495595206,0.0832400446251265,-0.034713772199595,-0.29486780530552,0.010792420935483,0.0041568306215562,0.89,0
248760,154083.0,2.14069587261861,-1.47442705941795,-1.32273979339034,-1.46421529692975,-1.22658775765834,-1.31847192275429,-0.605264677057324,-0.485660815629513,-1.6262123255104,1.62604495957048,-0.772055338704619,-0.669088432939101,0.973739623345794,-0.221048250283293,0.169488435262783,-0.598178872569215,0.367606455718821,0.0438530463013811,-0.399695228762492,-0.207889336933207,0.151167872591044,0.730434807413942,-0.0230319439403188,0.0829134907127472,0.0568946967046615,0.0623574265749969,-0.0253773797389766,-0.0413042202068628,113.5,0
133545,80431.0,-1.50289647760352,1.40832842244411,0.490288007590759,-0.102596785242503,-0.3899573556771,0.0560887225648752,-0.180353650589988,1.0872283382309,-0.301890053267973,-0.432850322474572,-0.263995623958837,0.501891041561287,-0.664559164902209,0.665516533958939,-1.04233593927869,0.280156611044643,-0.124742547034786,0.381427845302575,0.952762771282522,-0.0050637538607433,-0.144127669987497,-0.420557282134793,-0.139127428911451,-0.494856447326677,0.139550174068755,0.285025264533742,0.177888191359979,0.0661254170587945,17.05,0
115389,73858.0,-1.43970105842241,0.561697594864904,1.19573194663909,-0.0356427623563935,0.389781184245448,-0.820201705098636,0.496730917318729,0.486884329028131,-0.255243463892037,-1.28412961538737,-0.803426970357421,0.517726635409802,-0.467890571224558,0.263542943081901,-1.41146940812872,-0.140626702602981,-0.0857095801126374,-1.02873193446144,-2.08840521510027,-0.299938921486616,0.125406220469664,0.128725883426403,-0.0615938222344693,0.392716463511524,0.0771577795681909,-0.706719296231622,-0.003936794753882,-0.0091526401599033,28.17,0
171173,120527.0,1.8754798480796,-1.11492033586744,-0.56086992175554,-0.358165739641264,-0.927001450574197,-0.0761343124167901,-0.741797332163976,0.0124964523175162,-0.160888674294262,0.749688463116461,0.464592479846449,1.08628764815662,0.8767435255571,-0.0361051697588078,-0.187064653030347,-1.10090425313567,-0.635624228861734,1.56271591755402,-0.467557850579587,-0.37314510438496,-0.48824161913988,-1.03545664222908,0.322040412521965,-0.541861277231933,-0.561690008950998,-0.663973150184345,0.0388578400175382,-0.0223000860988794,111.76,0
67571,52600.0,-1.51448016425057,1.55847218916007,0.832586296796549,-0.660053718177437,-0.731893879106171,-0.809512200726787,-0.0316893932011619,0.924312576224886,-0.47080733427333,-0.643157158214917,0.945936254615405,1.38324805593332,0.206092056128229,0.593115939440176,-1.11513441768954,0.335103503269484,-0.158902958898461,-0.138887627606225,-0.0519467090795117,-0.0541029195310034,-0.0707143894980339,-0.242112754314985,0.0451517482447382,0.55781108351204,-0.162571128834604,0.271567451825789,0.157666788409902,0.106682021297707,4.0,0
136131,81561.0,0.252923277138725,0.672383788158822,0.911343145120895,0.168988873482204,-0.0316293361784686,-0.0179165832880699,-0.119854326575628,-0.685303279348775,-0.495369926212795,-0.414932042814148,1.84699843059015,1.02283185013104,0.155675369445613,-0.0454500202576026,0.55618465525013,0.415329916842659,0.0552943524656549,-0.250666886690895,-0.384562302288299,-0.196485420254363,0.531195907587263,-0.993543464068533,-0.0055700132281533,-0.0276464746312425,0.73264920516533,0.184873097329015,0.0401497245956677,0.0993665496158792,6.99,0
137133,82028.0,1.1109961665316,-0.588394333847077,1.06711400462387,0.303566880303412,-1.34080569665928,-0.39912420534672,-0.648357831107874,0.0938268360292231,1.34567184360511,-0.447521719736572,-0.955983496734453,0.0661606260210278,-0.981731877623467,-0.351437694189582,-0.191448001251946,-0.0692123585718782,0.202352836122771,-0.511564368241171,0.454922660966704,-0.0352250672417171,-0.213596599195655,-0.517526409349574,0.0462386311992815,0.435878416549489,0.0842806501761353,0.94043404676153,-0.0496677716736511,0.021195609420831,60.0,0
